HomeTeam_AwayTeam_Match_ID,Date,HomeTeamWinOdd,HomeTeamDrawOdd,HomeTeamLoseOdd,BtsYes,BtsNo,Over_05,Over_15,Over_25,Over_35,Over_45,Under_05,Under_15,Under_25,Under_35,Under_45,HandiCap_min2_W,HandiCap_min1_W,HandiCap_plus1_W,HandiCap_plus2_W,HandiCap_min2_D,HandiCap_min1_D,HandiCap_plus1_D,HandiCap_plus2_D,HandiCap_min2_L,HandiCap_min1_L,HandiCap_plus1_L,HandiCap_plus2_L
equatorial-guinea-senegal-rTJlURXa,17 Nov 2018,6.66,3.82,1.49,2.35,1.58,1.07,1.39,2.25,4.29,7.35,7.50,2.75,1.59,1.19,1.06,,,2.46,-,,,3.28,-,,,2.44,-
gabon-mali-0SCtSd8T,17 Nov 2018,2.39,2.80,3.28,2.31,1.59,1.11,1.57,2.82,5.28,9.30,6.00,2.27,1.40,1.12,1.03,,4.83,-,,,3.64,-,,,1.56,-,
namibia-guinea-bissau-K2MOkFIQ,17 Nov 2018,1.77,2.98,5.42,2.46,1.56,1.11,1.48,2.63,4.77,8.50,6.00,2.51,1.44,1.15,1.04,-,3.15,,,-,3.22,,,-,2.01,,
south-africa-nigeria-fTfSVaQ1,17 Nov 2018,2.37,2.81,3.22,2.25,1.64,1.11,1.54,2.70,4.93,8.75,6.00,2.33,1.42,1.13,1.04,-,4.96,-,-,-,3.69,-,-,-,1.53,-,-
uganda-cape-verde-dUMYcCAm,17 Nov 2018,2.03,2.88,4.10,2.34,1.57,1.11,1.58,2.82,5.10,9.00,5.85,2.30,1.38,1.13,1.03,,3.95,-,,,3.40,-,,,1.75,-,
seychelles-libya-MZrAfq32,17 Nov 2018,10.57,5.16,1.26,2.57,1.49,1.02,1.27,1.82,3.11,5.35,10.50,3.48,1.93,1.33,1.11,,,3.49,1.90,,,3.45,4.00,,,1.74,3.00
comoros-malawi-K4Bo8Gp0,17 Nov 2018,2.02,2.90,4.08,2.64,1.46,1.13,1.73,3.15,6.55,10.30,5.05,2.03,1.32,1.08,1.02,,3.97,-,,,3.29,-,,,1.72,-,
morocco-cameroon-QkIHX0vh,16 Nov 2018,1.52,3.47,6.82,2.80,1.42,1.10,1.54,2.73,4.60,8.80,6.15,2.35,1.41,1.17,1.04,-,2.62,-,,-,3.10,-,,-,2.40,-,
egypt-tunisia-O21iGER7,16 Nov 2018,1.69,3.28,5.18,2.33,1.58,1.10,1.47,2.45,4.62,8.25,6.50,2.53,1.49,1.15,1.05,-,3.04,-,,-,3.30,-,,-,2.05,-,
south-sudan-burundi-hIVOLZEa,16 Nov 2018,7.18,3.74,1.46,2.94,1.39,1.10,1.52,2.61,4.95,8.75,6.30,2.37,1.45,1.14,1.04,,,2.55,,,,3.04,,,,2.47,
liberia-congo-lOFa1iGn,16 Oct 2018,2.47,3.04,2.94,1.86,1.87,1.06,1.35,2.17,3.74,7.75,7.75,3.02,1.64,1.23,1.06,-,5.00,1.44,-,-,4.33,4.33,-,-,1.50,5.50,-
libya-nigeria-YD6JXLek,16 Oct 2018,5.49,3.13,1.74,2.45,1.53,1.11,1.53,2.69,5.25,8.50,5.95,2.38,1.42,1.13,1.04,,-,2.01,-,,-,3.21,-,,-,3.14,-
sudan-senegal-4xLpV7Ig,16 Oct 2018,7.08,3.87,1.47,2.31,1.59,1.05,1.37,2.19,3.97,6.70,9.00,2.87,1.63,1.21,1.09,,-,2.55,-,,-,3.20,-,,-,2.36,-
botswana-burkina-faso-dS9zO5TG,16 Oct 2018,3.44,2.95,2.26,2.26,1.61,1.10,1.56,2.75,5.38,9.00,6.05,2.30,1.41,1.12,1.04,-,-,1.56,-,-,-,3.63,-,-,-,4.70,-
mauritania-angola-viauNPrN,16 Oct 2018,2.22,2.98,3.42,2.20,1.64,1.09,1.56,2.72,4.65,9.00,6.45,2.31,1.41,1.16,1.04,-,4.52,-,-,-,3.52,-,-,-,1.62,-,-
