HomeTeam_AwayTeam_Match_ID,Date,HomeTeamWinOdd,HomeTeamDrawOdd,HomeTeamLoseOdd,BtsYes,BtsNo,Over_05,Over_15,Over_25,Over_35,Over_45,Over_05,Over_15,Over_25,Over_35,Over_45,HandiCap_min2_W,HandiCap_min1_W,HandiCap_plus1_W,HandiCap_plus2_W,HandiCap_min2_D,HandiCap_min1_D,HandiCap_plus1_D,HandiCap_plus2_D,HandiCap_min2_L,HandiCap_min1_L,HandiCap_plus1_L,HandiCap_plus2_L
scotland-belgium-8AU4RdHH,06 Sep 2013,5.26,3.67,1.71,1.98,1.72,1.05,1.32,2.05,3.71,7.38,9.00,3.16,1.73,1.24,1.07,,12.00,2.09,1.30,,6.50,3.45,5.05,,1.12,2.83,6.13
germany-austria-QTHSxuwo,06 Sep 2013,1.21,6.95,12.20,1.80,1.92,1.01,1.10,1.35,1.93,3.08,18.00,6.57,3.00,1.80,1.34,2.34,1.50,,,4.10,4.04,,,2.27,4.27,,
ireland-sweden-M1Mdr1FN,06 Sep 2013,2.74,3.18,2.69,1.80,1.89,1.05,1.33,2.07,3.71,7.63,9.00,3.14,1.72,1.25,1.07,13.00,5.45,1.41,1.08,7.50,4.05,4.32,8.00,1.08,1.41,5.50,15.00
italy-bulgaria-2aYNVju7,06 Sep 2013,1.41,4.35,8.75,2.33,1.53,1.04,1.32,2.05,3.63,7.25,9.50,3.13,1.72,1.25,1.07,4.40,2.08,1.04,,4.20,3.42,9.00,,1.50,2.80,21.00,
northern-ireland-portugal-QLq3Zv4k,06 Sep 2013,10.81,4.96,1.32,2.30,1.56,1.03,1.25,1.79,3.15,5.94,11.33,3.68,1.95,1.33,1.11,,23.00,3.24,1.67,,10.00,3.48,4.20,,1.02,1.88,3.50
poland-montenegro-I72qisL9,06 Sep 2013,1.87,3.42,4.46,1.98,1.72,1.07,1.37,2.26,4.13,8.90,7.88,2.89,1.60,1.20,1.05,7.50,3.30,1.17,-,5.50,3.53,5.88,-,1.25,1.83,10.25,-
serbia-croatia-EglZFKZ2,06 Sep 2013,2.68,3.13,2.79,1.98,1.71,1.08,1.44,2.42,4.64,9.90,7.06,2.63,1.54,1.16,1.04,15.00,5.44,1.37,1.06,8.00,3.98,4.25,8.50,1.08,1.44,6.13,17.00
estonia-netherlands-4tQL3yij,06 Sep 2013,16.42,6.87,1.18,2.15,1.65,1.01,1.12,1.47,2.21,3.69,15.33,5.61,2.57,1.62,1.25,,,4.62,2.22,,,4.10,4.13,,,1.47,2.41
finland-spain-I9ZBZYUM,06 Sep 2013,14.57,6.21,1.22,2.58,1.45,1.02,1.22,1.72,2.88,5.10,12.33,3.94,2.06,1.38,1.15,,,4.10,1.99,,,3.63,3.82,,,1.66,2.79
slovenia-albania-rNwtSWj5,06 Sep 2013,1.90,3.40,4.32,1.86,1.83,1.05,1.32,2.06,3.64,7.25,8.67,3.20,1.72,1.25,1.08,7.38,3.33,1.20,1.01,5.50,3.59,5.50,12.00,1.23,1.83,9.00,23.00
switzerland-iceland-QokGtW5b,06 Sep 2013,1.29,5.23,11.63,2.27,1.57,1.03,1.22,1.77,2.95,5.53,11.67,3.86,2.00,1.36,1.13,3.22,1.80,,,4.03,3.49,,,1.78,3.40,,
bosnia-herzegovina-slovakia-fcZobeX0,06 Sep 2013,1.60,3.87,6.00,1.83,1.86,1.04,1.25,1.82,3.10,5.99,10.33,3.71,1.96,1.34,1.11,5.10,2.45,1.12,,4.78,3.50,7.00,,1.38,2.31,12.00,
georgia-france-zop7zFFG,06 Sep 2013,9.18,4.43,1.39,2.46,1.49,1.04,1.32,2.06,3.73,7.25,9.67,3.21,1.72,1.24,1.08,,21.00,2.91,1.57,,9.50,3.39,4.25,,1.03,2.04,4.12
malta-denmark-OhTdnCPm,06 Sep 2013,15.52,6.34,1.20,2.49,1.48,1.02,1.18,1.65,2.58,4.61,14.00,4.36,2.18,1.44,1.17,,,4.17,2.04,,,3.78,3.82,,,1.58,2.77
romania-hungary-xtVoI7df,06 Sep 2013,1.91,3.41,4.24,1.80,1.89,1.04,1.29,1.93,3.40,6.61,9.67,3.38,1.83,1.29,1.09,7.00,3.23,1.20,1.01,5.45,3.63,5.50,12.00,1.25,1.85,9.00,23.00
turkey-andorra-OlHFFYk2,06 Sep 2013,1.02,19.25,62.00,5.50,1.14,,1.06,1.20,1.59,2.36,,10.00,4.22,2.25,1.54,1.35,,,,5.25,,,,5.00,,,
ukraine-san-marino-Qc9zqJSk,06 Sep 2013,1.01,23.75,65.75,6.00,1.13,,1.01,1.05,1.16,1.45,,23.00,8.50,4.67,2.63,,,,,,,,,,,,
north-macedonia-wales-8WykXK2n,06 Sep 2013,2.14,3.23,3.63,2.02,1.70,1.07,1.42,2.42,4.49,9.50,7.43,2.72,1.53,1.18,1.05,10.00,3.94,1.22,1.01,6.00,3.68,5.13,12.00,1.17,1.66,8.50,23.00
czech-republic-armenia-AHySveIK,06 Sep 2013,1.41,4.60,8.14,2.10,1.65,1.03,1.25,1.87,3.10,5.95,10.33,3.65,1.91,1.34,1.11,4.05,2.09,1.05,,4.40,3.49,8.50,,1.54,2.79,19.00,
russia-luxembourg-CQTn8ue8,06 Sep 2013,1.02,19.25,44.00,4.75,1.15,1.00,1.07,1.29,1.78,2.90,26.00,7.50,3.28,2.02,1.37,1.42,1.10,,,4.68,7.00,,,4.70,15.00,,
northern-ireland-russia-8pZ7YbJe,14 Aug 2013,9.54,4.55,1.36,2.50,1.50,1.05,1.31,2.05,3.68,7.33,10.00,3.28,1.72,1.25,1.08,,23.00,3.08,1.63,,10.00,3.43,4.05,,1.02,1.94,3.83
denmark-armenia-l8zWwFXQ,11 Jun 2013,1.25,5.53,12.40,2.23,1.58,1.03,1.20,1.69,2.72,5.11,12.00,4.11,2.10,1.40,1.14,2.96,1.64,-,,3.85,3.83,-,,1.95,3.92,-,
sweden-faroe-islands-CEwidKqN,11 Jun 2013,1.02,15.63,45.75,4.13,1.21,1.00,1.04,1.21,1.59,2.25,19.00,10.00,4.10,2.21,1.57,1.35,1.10,,,5.00,7.75,,,6.13,13.50,,
belarus-finland-2gePLF0N,11 Jun 2013,2.18,3.15,3.47,2.04,1.71,1.08,1.44,2.41,4.81,10.67,7.33,2.68,1.54,1.16,1.04,11.00,4.27,1.22,1.01,6.50,3.61,5.00,12.00,1.14,1.64,9.00,23.00
switzerland-cyprus-8IUhTOAC,08 Jun 2013,1.18,6.39,16.00,2.34,1.55,1.02,1.18,1.62,2.62,4.68,14.00,4.37,2.21,1.46,1.16,2.68,1.51,,,3.83,4.08,,,2.11,4.48,,
portugal-russia-Q9qVxsSN,07 Jun 2013,1.66,3.70,5.33,2.14,1.64,1.06,1.37,2.18,4.11,8.93,8.19,2.90,1.64,1.20,1.05,6.13,2.76,1.08,,4.75,3.41,7.00,,1.35,2.17,15.00,
iceland-slovenia-2uUdSrQI,07 Jun 2013,2.71,3.26,2.60,1.90,1.79,1.06,1.38,2.29,4.15,8.93,8.19,2.84,1.58,1.20,1.05,15.00,5.83,1.47,1.07,8.00,3.93,4.10,8.00,1.07,1.43,5.38,15.00
austria-sweden-zsrQslvJ,07 Jun 2013,2.52,3.30,2.76,1.82,1.87,1.05,1.34,2.08,3.69,7.80,9.25,3.08,1.70,1.25,1.07,13.00,5.20,1.43,1.07,7.50,3.96,4.21,8.00,1.08,1.47,5.78,15.00
belgium-serbia-OAO3Hu3a,07 Jun 2013,1.51,4.03,6.66,2.10,1.65,1.04,1.30,1.97,3.46,6.93,10.00,3.34,1.78,1.28,1.08,4.50,2.22,1.05,,4.31,3.49,8.50,,1.50,2.57,19.00,
czech-republic-italy-O2ILJgte,07 Jun 2013,3.42,3.08,2.26,2.05,1.69,1.07,1.44,2.45,4.65,10.13,7.36,2.68,1.52,1.16,1.04,19.00,7.50,1.59,1.16,10.00,4.59,3.68,6.50,1.03,1.30,4.53,10.75
albania-norway-xpwcxTmQ,07 Jun 2013,3.34,3.22,2.20,2.05,1.68,1.07,1.43,2.44,4.72,10.38,7.61,2.68,1.51,1.16,1.04,21.00,8.00,1.62,1.12,11.00,4.75,3.69,7.00,1.02,1.25,4.30,12.00
montenegro-ukraine-GzMptQ6i,07 Jun 2013,2.63,3.12,2.78,1.94,1.77,1.07,1.40,2.25,4.28,9.63,7.94,2.76,1.60,1.19,1.05,15.00,5.24,1.42,1.07,8.00,3.93,4.10,8.00,1.08,1.48,5.75,15.00
croatia-scotland-hzpOEwmI,07 Jun 2013,1.33,4.74,10.08,2.17,1.63,1.03,1.23,1.80,3.03,6.00,10.67,3.70,1.96,1.34,1.11,3.50,1.88,1.02,,4.00,3.55,10.00,,1.73,3.28,23.00,
moldova-poland-0vUJNriN,07 Jun 2013,8.72,4.30,1.40,2.21,1.60,1.04,1.29,2.00,3.49,6.99,10.05,3.28,1.77,1.27,1.08,,21.00,2.89,1.57,,9.50,3.51,4.20,,1.03,2.03,4.20
liechtenstein-slovakia-tv9UCfnf,07 Jun 2013,12.70,5.30,1.26,2.41,1.52,1.03,1.25,1.82,3.10,6.25,12.33,3.67,1.93,1.34,1.11,,-,3.67,1.89,,-,3.57,3.92,,-,1.73,3.10
finland-belarus-UFRLKZFT,07 Jun 2013,2.24,3.31,3.19,1.86,1.86,1.05,1.34,2.12,3.92,8.42,9.42,3.13,1.67,1.23,1.06,10.00,4.22,1.30,1.04,6.50,3.78,4.75,9.50,1.14,1.62,7.00,19.00
france-spain-WODmGgOp,26 Mar 2013,3.39,3.18,2.24,2.00,1.73,1.06,1.38,2.28,4.26,9.43,8.05,2.87,1.59,1.19,1.05,21.00,7.43,1.61,1.13,10.00,4.88,3.75,6.50,1.03,1.31,4.32,11.00
montenegro-england-UDfgxr6G,26 Mar 2013,4.04,3.26,2.01,2.00,1.73,1.06,1.34,2.18,3.96,8.56,8.49,3.04,1.64,1.22,1.06,23.00,8.50,1.72,1.18,11.00,5.50,3.60,6.00,1.01,1.22,3.72,9.00
belgium-north-macedonia-SrVfJ1Yn,26 Mar 2013,1.20,6.32,16.43,3.00,1.36,1.03,1.25,1.78,3.06,5.88,11.40,3.70,1.99,1.34,1.11,2.66,1.52,,,3.75,3.97,,,2.12,4.58,,
germany-kazakhstan-WSexo3V4,26 Mar 2013,1.02,20.00,59.25,4.33,1.20,1.00,1.02,1.12,1.36,1.86,23.00,13.33,5.68,2.95,1.87,1.18,1.04,,,6.50,11.50,,,8.50,15.50,,
ireland-austria-rkUI1OFo,26 Mar 2013,2.41,3.16,3.13,1.95,1.80,1.05,1.34,2.13,3.90,8.30,8.55,3.05,1.68,1.23,1.06,13.00,4.82,1.35,1.05,7.50,3.83,4.40,9.00,1.11,1.54,6.50,17.00
malta-italy-61j9oWvf,26 Mar 2013,35.80,12.40,1.06,3.75,1.25,1.01,1.11,1.41,2.11,3.48,17.33,5.94,2.77,1.67,1.28,,,8.13,3.25,,,5.13,3.95,,,1.20,1.79
poland-san-marino-UwQlupMc,26 Mar 2013,1.01,22.00,80.50,7.00,1.08,1.00,1.01,1.04,1.17,1.39,41.00,19.67,9.63,4.49,2.80,1.03,,,,11.00,,,,17.00,,,
wales-croatia-8GmwFvk9,26 Mar 2013,5.44,3.59,1.69,2.15,1.65,1.05,1.35,2.08,3.90,8.50,8.69,3.01,1.72,1.23,1.06,,13.00,2.13,1.30,,6.50,3.45,5.00,,1.12,2.82,6.50
netherlands-romania-ANYSOxTF,26 Mar 2013,1.35,4.86,9.46,2.10,1.67,1.03,1.23,1.74,2.91,5.55,11.73,3.81,2.04,1.36,1.12,3.45,1.88,1.03,,4.10,3.56,10.00,,1.73,3.21,21.00,
serbia-scotland-S6DI7dsq,26 Mar 2013,1.51,3.88,7.25,2.38,1.53,1.06,1.37,2.22,4.18,9.05,8.36,2.90,1.62,1.19,1.05,5.50,2.38,1.06,,4.33,3.41,8.00,,1.40,2.50,19.00,
denmark-bulgaria-pOwJWWP0,26 Mar 2013,1.67,3.62,5.70,2.20,1.62,1.05,1.34,2.14,3.95,8.50,8.63,3.01,1.67,1.22,1.06,6.00,2.79,1.10,,4.88,3.44,7.00,,1.33,2.14,15.00,
ukraine-moldova-zqDvhN53,26 Mar 2013,1.12,8.08,20.49,3.00,1.36,1.02,1.16,1.62,2.60,4.82,16.00,4.63,2.22,1.45,1.15,2.29,1.38,,,3.75,4.33,,,2.45,5.67,,
turkey-hungary-W2UkHRB0,26 Mar 2013,1.71,3.63,5.14,,,1.04,1.27,1.93,3.38,6.83,9.90,3.47,1.82,1.29,1.09,-,2.87,-,,-,3.48,-,,-,2.06,-,
azerbaijan-portugal-UReBXRSp,26 Mar 2013,13.09,5.46,1.26,2.50,1.50,1.03,1.23,1.79,3.04,5.86,11.40,3.78,1.98,1.34,1.11,,,3.65,1.88,,,3.62,3.88,,,1.72,3.11
armenia-czech-republic-2P5V4fR1,26 Mar 2013,3.73,3.31,2.07,2.04,1.70,1.06,1.37,2.21,4.13,9.25,7.94,2.89,1.62,1.21,1.05,23.00,9.00,1.71,1.18,12.00,5.50,3.64,6.00,1.01,1.22,3.79,9.50
andorra-turkey-nPqk9cTS,22 Mar 2013,33.06,12.14,1.07,3.40,1.30,1.02,1.11,1.45,2.27,3.97,19.00,5.75,2.61,1.60,1.22,,,8.37,3.12,,,5.20,3.90,,,1.20,1.85
kazakhstan-germany-MmPMjb7p,22 Mar 2013,33.90,11.25,1.07,2.50,1.50,1.01,1.06,1.25,1.73,2.70,21.33,8.56,3.73,2.03,1.42,,,8.13,3.58,,,5.60,4.30,,,1.20,1.65
norway-albania-0EGTSCya,22 Mar 2013,1.42,4.30,8.68,2.25,1.60,1.04,1.34,2.05,3.73,7.92,9.92,3.12,1.72,1.24,1.07,4.35,2.12,1.05,,4.05,3.36,8.50,,1.54,2.84,19.00,
croatia-serbia-zaZSDc2O,22 Mar 2013,1.75,3.53,5.07,2.10,1.67,1.06,1.38,2.22,4.23,9.05,8.38,2.86,1.62,1.19,1.05,7.50,3.06,1.14,,5.50,3.49,6.00,,1.25,1.96,12.00,
slovenia-iceland-nejCsCjh,22 Mar 2013,1.67,3.65,5.53,2.20,1.62,1.06,1.37,2.24,4.29,9.67,8.58,2.88,1.61,1.19,1.05,6.00,2.80,1.10,,4.75,3.44,7.00,,1.33,2.13,15.00,
israel-portugal-Kx0Eg9k4,22 Mar 2013,7.44,4.04,1.49,2.04,1.70,1.05,1.28,1.91,3.44,6.93,9.55,3.45,1.87,1.28,1.09,,17.00,2.56,1.46,,8.00,3.55,4.37,,1.06,2.25,4.70
poland-england-CMH5y2LM,17 Oct 2012,3.81,3.21,2.06,,,1.06,1.37,2.23,4.08,8.30,8.11,2.89,1.61,1.21,1.06,21.00,7.85,1.71,1.24,11.00,5.63,3.69,5.63,1.02,1.23,3.74,8.00
england-moldova-vwydeOsh,06 Sep 2013,1.06,13.50,34.00,3.07,1.34,1.01,1.08,1.29,1.78,2.90,21.33,7.17,3.41,1.96,1.37,1.58,,,-,4.42,,,-,3.83,,,-
scotland-belgium-8AU4RdHH,06 Sep 2013,5.26,3.67,1.71,1.98,1.72,1.05,1.32,2.05,3.71,7.38,9.00,3.16,1.73,1.24,1.07,,12.00,2.09,1.30,,6.50,3.45,5.05,,1.12,2.83,6.13
germany-austria-QTHSxuwo,06 Sep 2013,1.21,6.95,12.20,1.80,1.92,1.01,1.10,1.35,1.93,3.08,18.00,6.57,3.00,1.80,1.34,2.34,1.50,,,4.10,4.04,,,2.27,4.27,,
ireland-sweden-M1Mdr1FN,06 Sep 2013,2.74,3.18,2.69,1.80,1.89,1.05,1.33,2.07,3.71,7.63,9.00,3.14,1.72,1.25,1.07,13.00,5.45,1.41,1.08,7.50,4.05,4.32,8.00,1.08,1.41,5.50,15.00
italy-bulgaria-2aYNVju7,06 Sep 2013,1.41,4.35,8.75,2.33,1.53,1.04,1.32,2.05,3.63,7.25,9.50,3.13,1.72,1.25,1.07,4.40,2.08,1.04,,4.20,3.42,9.00,,1.50,2.80,21.00,
northern-ireland-portugal-QLq3Zv4k,06 Sep 2013,10.81,4.96,1.32,2.30,1.56,1.03,1.25,1.79,3.15,5.94,11.33,3.68,1.95,1.33,1.11,,23.00,3.24,1.67,,10.00,3.48,4.20,,1.02,1.88,3.50
poland-montenegro-I72qisL9,06 Sep 2013,1.87,3.42,4.46,1.98,1.72,1.07,1.37,2.26,4.13,8.90,7.88,2.89,1.60,1.20,1.05,7.50,3.30,1.17,-,5.50,3.53,5.88,-,1.25,1.83,10.25,-
serbia-croatia-EglZFKZ2,06 Sep 2013,2.68,3.13,2.79,1.98,1.71,1.08,1.44,2.42,4.64,9.90,7.06,2.63,1.54,1.16,1.04,15.00,5.44,1.37,1.06,8.00,3.98,4.25,8.50,1.08,1.44,6.13,17.00
estonia-netherlands-4tQL3yij,06 Sep 2013,16.42,6.87,1.18,2.15,1.65,1.01,1.12,1.47,2.21,3.69,15.33,5.61,2.57,1.62,1.25,,,4.62,2.22,,,4.10,4.13,,,1.47,2.41
finland-spain-I9ZBZYUM,06 Sep 2013,14.57,6.21,1.22,2.58,1.45,1.02,1.22,1.72,2.88,5.10,12.33,3.94,2.06,1.38,1.15,,,4.10,1.99,,,3.63,3.82,,,1.66,2.79
slovenia-albania-rNwtSWj5,06 Sep 2013,1.90,3.40,4.32,1.86,1.83,1.05,1.32,2.06,3.64,7.25,8.67,3.20,1.72,1.25,1.08,7.38,3.33,1.20,1.01,5.50,3.59,5.50,12.00,1.23,1.83,9.00,23.00
switzerland-iceland-QokGtW5b,06 Sep 2013,1.29,5.23,11.63,2.27,1.57,1.03,1.22,1.77,2.95,5.53,11.67,3.86,2.00,1.36,1.13,3.22,1.80,,,4.03,3.49,,,1.78,3.40,,
bosnia-herzegovina-slovakia-fcZobeX0,06 Sep 2013,1.60,3.87,6.00,1.83,1.86,1.04,1.25,1.82,3.10,5.99,10.33,3.71,1.96,1.34,1.11,5.10,2.45,1.12,,4.78,3.50,7.00,,1.38,2.31,12.00,
georgia-france-zop7zFFG,06 Sep 2013,9.18,4.43,1.39,2.46,1.49,1.04,1.32,2.06,3.73,7.25,9.67,3.21,1.72,1.24,1.08,,21.00,2.91,1.57,,9.50,3.39,4.25,,1.03,2.04,4.12
malta-denmark-OhTdnCPm,06 Sep 2013,15.52,6.34,1.20,2.49,1.48,1.02,1.18,1.65,2.58,4.61,14.00,4.36,2.18,1.44,1.17,,,4.17,2.04,,,3.78,3.82,,,1.58,2.77
romania-hungary-xtVoI7df,06 Sep 2013,1.91,3.41,4.24,1.80,1.89,1.04,1.29,1.93,3.40,6.61,9.67,3.38,1.83,1.29,1.09,7.00,3.23,1.20,1.01,5.45,3.63,5.50,12.00,1.25,1.85,9.00,23.00
turkey-andorra-OlHFFYk2,06 Sep 2013,1.02,19.25,62.00,5.50,1.14,,1.06,1.20,1.59,2.36,,10.00,4.22,2.25,1.54,1.35,,,,5.25,,,,5.00,,,
ukraine-san-marino-Qc9zqJSk,06 Sep 2013,1.01,23.75,65.75,6.00,1.13,,1.01,1.05,1.16,1.45,,23.00,8.50,4.67,2.63,,,,,,,,,,,,
north-macedonia-wales-8WykXK2n,06 Sep 2013,2.14,3.23,3.63,2.02,1.70,1.07,1.42,2.42,4.49,9.50,7.43,2.72,1.53,1.18,1.05,10.00,3.94,1.22,1.01,6.00,3.68,5.13,12.00,1.17,1.66,8.50,23.00
czech-republic-armenia-AHySveIK,06 Sep 2013,1.41,4.60,8.14,2.10,1.65,1.03,1.25,1.87,3.10,5.95,10.33,3.65,1.91,1.34,1.11,4.05,2.09,1.05,,4.40,3.49,8.50,,1.54,2.79,19.00,
russia-luxembourg-CQTn8ue8,06 Sep 2013,1.02,19.25,44.00,4.75,1.15,1.00,1.07,1.29,1.78,2.90,26.00,7.50,3.28,2.02,1.37,1.42,1.10,,,4.68,7.00,,,4.70,15.00,,
northern-ireland-russia-8pZ7YbJe,14 Aug 2013,9.54,4.55,1.36,2.50,1.50,1.05,1.31,2.05,3.68,7.33,10.00,3.28,1.72,1.25,1.08,,23.00,3.08,1.63,,10.00,3.43,4.05,,1.02,1.94,3.83
denmark-armenia-l8zWwFXQ,11 Jun 2013,1.25,5.53,12.40,2.23,1.58,1.03,1.20,1.69,2.72,5.11,12.00,4.11,2.10,1.40,1.14,2.96,1.64,-,,3.85,3.83,-,,1.95,3.92,-,
sweden-faroe-islands-CEwidKqN,11 Jun 2013,1.02,15.63,45.75,4.13,1.21,1.00,1.04,1.21,1.59,2.25,19.00,10.00,4.10,2.21,1.57,1.35,1.10,,,5.00,7.75,,,6.13,13.50,,
belarus-finland-2gePLF0N,11 Jun 2013,2.18,3.15,3.47,2.04,1.71,1.08,1.44,2.41,4.81,10.67,7.33,2.68,1.54,1.16,1.04,11.00,4.27,1.22,1.01,6.50,3.61,5.00,12.00,1.14,1.64,9.00,23.00
switzerland-cyprus-8IUhTOAC,08 Jun 2013,1.18,6.39,16.00,2.34,1.55,1.02,1.18,1.62,2.62,4.68,14.00,4.37,2.21,1.46,1.16,2.68,1.51,,,3.83,4.08,,,2.11,4.48,,
portugal-russia-Q9qVxsSN,07 Jun 2013,1.66,3.70,5.33,2.14,1.64,1.06,1.37,2.18,4.11,8.93,8.19,2.90,1.64,1.20,1.05,6.13,2.76,1.08,,4.75,3.41,7.00,,1.35,2.17,15.00,
iceland-slovenia-2uUdSrQI,07 Jun 2013,2.71,3.26,2.60,1.90,1.79,1.06,1.38,2.29,4.15,8.93,8.19,2.84,1.58,1.20,1.05,15.00,5.83,1.47,1.07,8.00,3.93,4.10,8.00,1.07,1.43,5.38,15.00
austria-sweden-zsrQslvJ,07 Jun 2013,2.52,3.30,2.76,1.82,1.87,1.05,1.34,2.08,3.69,7.80,9.25,3.08,1.70,1.25,1.07,13.00,5.20,1.43,1.07,7.50,3.96,4.21,8.00,1.08,1.47,5.78,15.00
belgium-serbia-OAO3Hu3a,07 Jun 2013,1.51,4.03,6.66,2.10,1.65,1.04,1.30,1.97,3.46,6.93,10.00,3.34,1.78,1.28,1.08,4.50,2.22,1.05,,4.31,3.49,8.50,,1.50,2.57,19.00,
czech-republic-italy-O2ILJgte,07 Jun 2013,3.42,3.08,2.26,2.05,1.69,1.07,1.44,2.45,4.65,10.13,7.36,2.68,1.52,1.16,1.04,19.00,7.50,1.59,1.16,10.00,4.59,3.68,6.50,1.03,1.30,4.53,10.75
albania-norway-xpwcxTmQ,07 Jun 2013,3.34,3.22,2.20,2.05,1.68,1.07,1.43,2.44,4.72,10.38,7.61,2.68,1.51,1.16,1.04,21.00,8.00,1.62,1.12,11.00,4.75,3.69,7.00,1.02,1.25,4.30,12.00
montenegro-ukraine-GzMptQ6i,07 Jun 2013,2.63,3.12,2.78,1.94,1.77,1.07,1.40,2.25,4.28,9.63,7.94,2.76,1.60,1.19,1.05,15.00,5.24,1.42,1.07,8.00,3.93,4.10,8.00,1.08,1.48,5.75,15.00
croatia-scotland-hzpOEwmI,07 Jun 2013,1.33,4.74,10.08,2.17,1.63,1.03,1.23,1.80,3.03,6.00,10.67,3.70,1.96,1.34,1.11,3.50,1.88,1.02,,4.00,3.55,10.00,,1.73,3.28,23.00,
moldova-poland-0vUJNriN,07 Jun 2013,8.72,4.30,1.40,2.21,1.60,1.04,1.29,2.00,3.49,6.99,10.05,3.28,1.77,1.27,1.08,,21.00,2.89,1.57,,9.50,3.51,4.20,,1.03,2.03,4.20
liechtenstein-slovakia-tv9UCfnf,07 Jun 2013,12.70,5.30,1.26,2.41,1.52,1.03,1.25,1.82,3.10,6.25,12.33,3.67,1.93,1.34,1.11,,-,3.67,1.89,,-,3.57,3.92,,-,1.73,3.10
finland-belarus-UFRLKZFT,07 Jun 2013,2.24,3.31,3.19,1.86,1.86,1.05,1.34,2.12,3.92,8.42,9.42,3.13,1.67,1.23,1.06,10.00,4.22,1.30,1.04,6.50,3.78,4.75,9.50,1.14,1.62,7.00,19.00
france-spain-WODmGgOp,26 Mar 2013,3.39,3.18,2.24,2.00,1.73,1.06,1.38,2.28,4.26,9.43,8.05,2.87,1.59,1.19,1.05,21.00,7.43,1.61,1.13,10.00,4.88,3.75,6.50,1.03,1.31,4.32,11.00
montenegro-england-UDfgxr6G,26 Mar 2013,4.04,3.26,2.01,2.00,1.73,1.06,1.34,2.18,3.96,8.56,8.49,3.04,1.64,1.22,1.06,23.00,8.50,1.72,1.18,11.00,5.50,3.60,6.00,1.01,1.22,3.72,9.00
belgium-north-macedonia-SrVfJ1Yn,26 Mar 2013,1.20,6.32,16.43,3.00,1.36,1.03,1.25,1.78,3.06,5.88,11.40,3.70,1.99,1.34,1.11,2.66,1.52,,,3.75,3.97,,,2.12,4.58,,
germany-kazakhstan-WSexo3V4,26 Mar 2013,1.02,20.00,59.25,4.33,1.20,1.00,1.02,1.12,1.36,1.86,23.00,13.33,5.68,2.95,1.87,1.18,1.04,,,6.50,11.50,,,8.50,15.50,,
ireland-austria-rkUI1OFo,26 Mar 2013,2.41,3.16,3.13,1.95,1.80,1.05,1.34,2.13,3.90,8.30,8.55,3.05,1.68,1.23,1.06,13.00,4.82,1.35,1.05,7.50,3.83,4.40,9.00,1.11,1.54,6.50,17.00
malta-italy-61j9oWvf,26 Mar 2013,35.80,12.40,1.06,3.75,1.25,1.01,1.11,1.41,2.11,3.48,17.33,5.94,2.77,1.67,1.28,,,8.13,3.25,,,5.13,3.95,,,1.20,1.79
poland-san-marino-UwQlupMc,26 Mar 2013,1.01,22.00,80.50,7.00,1.08,1.00,1.01,1.04,1.17,1.39,41.00,19.67,9.63,4.49,2.80,1.03,,,,11.00,,,,17.00,,,
wales-croatia-8GmwFvk9,26 Mar 2013,5.44,3.59,1.69,2.15,1.65,1.05,1.35,2.08,3.90,8.50,8.69,3.01,1.72,1.23,1.06,,13.00,2.13,1.30,,6.50,3.45,5.00,,1.12,2.82,6.50
netherlands-romania-ANYSOxTF,26 Mar 2013,1.35,4.86,9.46,2.10,1.67,1.03,1.23,1.74,2.91,5.55,11.73,3.81,2.04,1.36,1.12,3.45,1.88,1.03,,4.10,3.56,10.00,,1.73,3.21,21.00,
serbia-scotland-S6DI7dsq,26 Mar 2013,1.51,3.88,7.25,2.38,1.53,1.06,1.37,2.22,4.18,9.05,8.36,2.90,1.62,1.19,1.05,5.50,2.38,1.06,,4.33,3.41,8.00,,1.40,2.50,19.00,
denmark-bulgaria-pOwJWWP0,26 Mar 2013,1.67,3.62,5.70,2.20,1.62,1.05,1.34,2.14,3.95,8.50,8.63,3.01,1.67,1.22,1.06,6.00,2.79,1.10,,4.88,3.44,7.00,,1.33,2.14,15.00,
ukraine-moldova-zqDvhN53,26 Mar 2013,1.12,8.08,20.49,3.00,1.36,1.02,1.16,1.62,2.60,4.82,16.00,4.63,2.22,1.45,1.15,2.29,1.38,,,3.75,4.33,,,2.45,5.67,,
turkey-hungary-W2UkHRB0,26 Mar 2013,1.71,3.63,5.14,,,1.04,1.27,1.93,3.38,6.83,9.90,3.47,1.82,1.29,1.09,-,2.87,-,,-,3.48,-,,-,2.06,-,
azerbaijan-portugal-UReBXRSp,26 Mar 2013,13.09,5.46,1.26,2.50,1.50,1.03,1.23,1.79,3.04,5.86,11.40,3.78,1.98,1.34,1.11,,,3.65,1.88,,,3.62,3.88,,,1.72,3.11
armenia-czech-republic-2P5V4fR1,26 Mar 2013,3.73,3.31,2.07,2.04,1.70,1.06,1.37,2.21,4.13,9.25,7.94,2.89,1.62,1.21,1.05,23.00,9.00,1.71,1.18,12.00,5.50,3.64,6.00,1.01,1.22,3.79,9.50
cyprus-switzerland-ShzBqYLu,23 Mar 2013,6.69,3.97,1.53,2.20,1.62,1.04,1.32,2.02,3.77,8.00,9.92,3.25,1.74,1.24,1.07,,19.00,2.47,1.50,,8.50,3.46,4.33,,1.05,2.37,4.50
